rol	facultad	edad	dispositivos	uso	plus	p1	p2	p3	p4	p5
Profesor	Facultad de Jurisprudencia	35-44 años	Teléfono móvil,Computadora,	1	Si	Something dangerous	Yes a bit	Replace artificial intelligence research	None	A lot. The boys are depending a lot
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Computadora,	7	No	which it is good	In specific questions	In analyzing tasks	N/A	N/A
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Computadora,	3	No	"It is a tool that helps the student to some extent
"	In research tasks	In none	An acceptable experience.	Help students quickly but we should not abuse AI
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Computadora,Teléfono móvil,	4	No	It is helpful to perform tasks	When I don't understand matter	I have not passed	It helps me with homework and I have done well	To a large extent, it gives me specific solutions and answers
Estudiante	Facultad de Ciencias Exactas y Naturales	17-24 años	Teléfono móvil,	10	Si	I think it's very good	in exams	math	It has been a good experience	helps to summarize and understand the issues better
Estudiante	Facultad de Medicina	17-24 años	Computadora,	5	No	I only use once and do a 50 % job	Basic task	I do not know yet	I couldn't think much	No
Estudiante	Facultad de Psicología	17-24 años	Computadora,	1	No	For specific cases such as quick information of some text, it seems useful. But in another case how to do jobs and deliver them, no.	Summarize a text that I don't have time to read for its extension.	Tasks that involve their own authorship.	I have not used it	In some cases, it serves to expedite the work, however, it is negative that they use it as the main tool for whatever, without any additional effort.
Estudiante	Facultad de Ciencias Humanas	17-24 años	Computadora,	3	No	It is good to study	When they overcome me	alone to study for exam	good	helped me in exams
Estudiante	Facultad de Psicología	17-24 años	Computadora,Teléfono móvil,	10	No	It is quite useful, to investigate about any topic presented in class and that has not been completely clear, apart from support and as a source of information for some research	To investigate	It is always useful	Quite good, it is very useful	It has served me throughout the semester to improve my knowledge
Estudiante	Facultad de Enfermería	17-24 años	Teléfono móvil,	3	No	It seems to me a quick and useful help as a tool in the university since it complements knowledge	Simple questions or forums	"Research
"	Very useful	I just met him
Estudiante	Facultad de Ciencias Exactas y Naturales	17-24 años	Teléfono móvil,	1	No	It is a very useful tool, it depends on how it is used	When a question or consultation is very difficult to find or investigate on the Internet, Chatgpt helps you find it faster	Complex tasks, personally I only use it for quick consultations	Good	It has not influenced
Estudiante	Facultad de Comunicación, Lingüística y Literatura	17-24 años	Computadora,	1	No	It seems very useful and interesting. I don't have an apocalyptic vision like others.	To explain something that I have not understood of any reading.	I use it little, so I have not been able to find a situation in which the chatgpt is not useful.	Good, it seems to me an interesting tool that with good use can facilitate many things.	It has not had a substantial influence, however until now my experiences are positive.
Estudiante	Facultad de Medicina	17-24 años	Computadora,Teléfono móvil,	5	No	It helps me with the base information that I must read	Find learning needs	In none	good	easier access to information
Estudiante	Facultad de Ingeniería	17-24 años	Computadora,Teléfono móvil,Tableta,	5	No	Very useful	Specific investigations	Analysis of results	Good	Work tool
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Computadora,	3	No	It is a very useful tool to collect personalized and custom information. However, it does not always provide clear and precise answers when doing academic work, it only gives us an idea of ​​how they could do them.	When looking for concepts that I do not understand and require deeper investigation.	Mathematical operations and empirical activities.	It is very convenient to use it since I can put it into practice as a complement to the subjects that are reviewed in class.	I have evidenced an improvement in my academic performance in several subjects, however, sometimes it can be so tempting to the point of copying direct phrases generated by the tool.
